ID,Status Pernikahan,Program Studi,Kelas Reguler/Malam,Pendidikan Terakhir,Nilai SMA,Daerah Asal,Pendidikan Ibu,Pendidikan Ayah,Pekerjaan Ibu,Pekerjaan Ayah,Nilai Ujian Masuk,Pindahan,Berkebutuhan Khusus,Status pembayaran semester terakhir,Jenis Kelamin,Beasiswa,Usia saat mendaftar,IP Semester 1,IP Semester 2,Target
01663,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,62,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,62,Tidak,Tidak,Belum,Wanita,Tidak,18,0,0,Gagal
01664,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,62.55,Tidak,Tidak,Sudah,Wanita,Tidak,21,2.71,2.71,Lulus Tepat Waktu
01665,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,67,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Lainnya,63.15,Ya,Tidak,Sudah,Wanita,Ya,18,2.36,2.32,Lulus Tepat Waktu
01666,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,78.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,74.65,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.81,2.81,Lulus Tepat Waktu
01667,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,65,Ya,Tidak,Sudah,Pria,Ya,18,2.64,2.64,Lulus Tepat Waktu
01673,Menikah,Pariwisata,Malam,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,80.55,Tidak,Tidak,Sudah,Pria,Tidak,47,2.43,0,Gagal
01676,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,60,Tidak,Tidak,Sudah,Pria,Tidak,21,2.68,2.48,Lulus Tepat Waktu
01678,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,60,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Negri,57.4,Ya,Tidak,Belum,Wanita,Tidak,19,2.34,2.13,Gagal
01681,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,62,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,59.55,Ya,Tidak,Sudah,Pria,Tidak,18,0,0,Gagal
01683,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Swasta,75,Tidak,Tidak,Sudah,Pria,Tidak,24,2.55,2.55,Lulus Tepat Waktu
01684,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,72,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,64,Ya,Tidak,Sudah,Wanita,Ya,18,2.58,2.58,Lulus Tepat Waktu
01685,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,66,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Wiraswasta,59.55,Tidak,Tidak,Sudah,Pria,Tidak,18,2.53,2.23,Gagal
01686,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,64,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,60,Ya,Tidak,Sudah,Wanita,Tidak,18,2.4,2.4,Gagal
01687,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,61.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,66.05,Tidak,Tidak,Sudah,Wanita,Ya,21,2.2,2.4,Lulus Tepat Waktu
01688,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,66,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Swasta,63.55,Ya,Tidak,Sudah,Wanita,Tidak,19,2.57,2.73,Lulus Tepat Waktu
01689,Belum Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,70,Ya,Tidak,Sudah,Wanita,Tidak,19,2.88,2.6,Lulus Tepat Waktu
01693,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,50,Tidak,Tidak,Sudah,Wanita,Tidak,34,0,0,Gagal
01695,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,64.65,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.78,2.8,Lulus Tepat Waktu
01698,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,72.4,Tidak,Tidak,Sudah,Pria,Tidak,28,2.55,2.87,Lulus Tidak Tepat Waktu
01699,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,61.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,61.85,Ya,Tidak,Sudah,Wanita,Tidak,19,2.53,2.2,Lulus Tidak Tepat Waktu
01701,Cerai,Perpustakaan,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,75,Tidak,Tidak,Sudah,Pria,Tidak,28,2.4,2.47,Lulus Tidak Tepat Waktu
01702,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,67.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,60.7,Tidak,Tidak,Sudah,Pria,Tidak,21,2.3,2.35,Lulus Tepat Waktu
01706,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,67.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Negri,67.5,Ya,Tidak,Sudah,Wanita,Tidak,20,2.77,2.37,Lulus Tepat Waktu
01711,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65,Tidak,Tidak,Sudah,Wanita,Tidak,28,2.49,2.38,Gagal
01712,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,64.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,64.4,Ya,Tidak,Sudah,Wanita,Tidak,19,2.53,2.53,Lulus Tepat Waktu
01714,Menikah,Ekonomi,Malam,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Wiraswasta,60,Ya,Tidak,Belum,Pria,Tidak,40,2.1,2.13,Gagal
01717,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Swasta,65,Tidak,Tidak,Sudah,Pria,Tidak,27,0,0,Gagal
01718,Menikah,Perpajakan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,59,Tidak,Tidak,Belum,Pria,Tidak,33,0,0,Gagal
01726,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,72.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Wiraswasta,69.4,Ya,Tidak,Sudah,Wanita,Ya,18,2.59,2.59,Lulus Tepat Waktu
01727,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,70.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65.1,Tidak,Tidak,Sudah,Pria,Tidak,24,2.69,2.73,Lulus Tepat Waktu
01728,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,61.4,Ya,Tidak,Sudah,Wanita,Tidak,19,2.9,2.27,Lulus Tidak Tepat Waktu
01731,Menikah,Pariwisata,Malam,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Wiraswasta,67.25,Tidak,Tidak,Sudah,Wanita,Tidak,45,2.72,2.6,Lulus Tidak Tepat Waktu
01732,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,55,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,55.55,Ya,Tidak,Belum,Wanita,Tidak,18,2.47,2.72,Lulus Tepat Waktu
01734,Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,65,Ya,Tidak,Belum,Wanita,Tidak,39,2.13,2.13,Gagal
01736,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,75,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,65.75,Ya,Tidak,Sudah,Wanita,Tidak,20,2.5,2.57,Lulus Tepat Waktu
01737,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,80.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,50,Tidak,Tidak,Sudah,Pria,Tidak,44,2.37,2.4,Lulus Tepat Waktu
01743,Menikah,Ekonomi,Malam,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,64.6,Tidak,Tidak,Sudah,Wanita,Tidak,31,2.28,2.57,Gagal
01744,Belum Menikah,Agronomi,Reguler,Perguruan Tinggi,75,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Swasta,73.5,Ya,Tidak,Sudah,Wanita,Tidak,19,2.83,2.7,Lulus Tepat Waktu
01747,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,63,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Swasta,58.45,Ya,Tidak,Sudah,Pria,Tidak,20,2.9,2.67,Gagal
01752,Belum Menikah,Teknik Industri,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,52.5,Tidak,Tidak,Sudah,Pria,Tidak,25,2.59,2.63,Gagal
01753,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,68.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,63.6,Ya,Tidak,Sudah,Wanita,Ya,20,2.68,2.48,Lulus Tepat Waktu
01757,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,81,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,81,Tidak,Tidak,Sudah,Wanita,Tidak,19,3,3.13,Lulus Tepat Waktu
01759,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,60,Ya,Tidak,Sudah,Pria,Tidak,22,2.6,2.3,Lulus Tidak Tepat Waktu
01760,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,66.7,Ya,Tidak,Belum,Pria,Tidak,29,3.3,2.76,Lulus Tidak Tepat Waktu
01764,Belum Menikah,Teknik Industri,Reguler,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Swasta,62.9,Tidak,Tidak,Sudah,Wanita,Ya,20,2.13,2.31,Lulus Tepat Waktu
01765,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,58.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,56.75,Ya,Tidak,Sudah,Wanita,Tidak,20,2.3,2.15,Lulus Tepat Waktu
01768,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,64,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,63.9,Tidak,Tidak,Sudah,Wanita,Ya,19,2.88,3.21,Lulus Tepat Waktu
01769,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,72.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,66.15,Ya,Tidak,Sudah,Wanita,Ya,19,2.81,2.81,Lulus Tidak Tepat Waktu
01772,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Pegawai Swasta,62.75,Ya,Tidak,Sudah,Wanita,Ya,21,2.64,2.65,Lulus Tepat Waktu
01773,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Swasta,55,Tidak,Tidak,Sudah,Wanita,Tidak,28,2.4,2.4,Gagal
01774,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,60.75,Tidak,Tidak,Sudah,Pria,Tidak,54,2.74,2.87,Gagal
01776,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,70,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,67.65,Tidak,Tidak,Sudah,Pria,Tidak,21,2.42,2.4,Lulus Tepat Waktu
01777,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,57.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,58.55,Tidak,Tidak,Sudah,Wanita,Tidak,21,2.53,2.55,Lulus Tidak Tepat Waktu
01780,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,61.5,Pulau Jawa,D3/S1/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,61.15,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.84,2.36,Lulus Tepat Waktu
01782,Belum Menikah,Ekonomi,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,50,Tidak,Tidak,Sudah,Pria,Tidak,24,0,0,Gagal
01786,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65.75,Ya,Tidak,Sudah,Wanita,Ya,19,2.53,2.53,Lulus Tepat Waktu
01787,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,68.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,65.2,Ya,Tidak,Sudah,Pria,Tidak,18,2.4,2.13,Gagal
01788,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,64.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Swasta,63.8,Ya,Tidak,Sudah,Pria,Tidak,19,2.32,2.2,Gagal
01789,Cerai,Pariwisata,Malam,Perguruan Tinggi,50,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,55.75,Tidak,Tidak,Sudah,Pria,Tidak,45,2.3,2.2,Gagal
01791,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,75,Tidak,Tidak,Sudah,Wanita,Tidak,35,2.8,2.62,Lulus Tepat Waktu
01792,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,55,Tidak,Tidak,Sudah,Pria,Tidak,32,2.74,2.42,Lulus Tepat Waktu
01798,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,63,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,61.25,Ya,Tidak,Sudah,Pria,Tidak,20,2.16,2.4,Lulus Tidak Tepat Waktu
01799,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,70,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,70,Tidak,Tidak,Sudah,Pria,Tidak,19,2.65,2.4,Gagal
01800,Menikah,Pertanian,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,62.5,Tidak,Tidak,Sudah,Wanita,Tidak,41,2.46,2.6,Lulus Tepat Waktu
01803,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,79,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,65,Ya,Tidak,Sudah,Wanita,Tidak,20,2.25,2.08,Lulus Tepat Waktu
01806,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,62.5,Tidak,Tidak,Sudah,Pria,Tidak,21,2.27,2.3,Lulus Tidak Tepat Waktu
01808,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Negri,Pegawai Negri,71,Ya,Tidak,Sudah,Wanita,Ya,19,2.47,2.48,Gagal
01809,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,65.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,67.45,Ya,Tidak,Sudah,Wanita,Tidak,20,0,0,Gagal
01810,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,78.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,68.9,Tidak,Tidak,Sudah,Wanita,Ya,18,2.77,0,Gagal
01811,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,70,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,59,Ya,Tidak,Sudah,Wanita,Tidak,24,0,0,Gagal
01812,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Pegawai Swasta,63.25,Ya,Tidak,Sudah,Wanita,Tidak,18,2.5,2.52,Lulus Tepat Waktu
00033,Menikah,Ekonomi,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Negri,69.15,Tidak,Tidak,Sudah,Pria,Tidak,44,2.27,2.23,Gagal
00037,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,77.5,Tidak,Tidak,Sudah,Wanita,Tidak,22,2.27,0,Gagal
00039,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,80,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,62,Tidak,Tidak,Sudah,Pria,Tidak,28,2.2,2,Lulus Tidak Tepat Waktu
00001,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,70,Ya,Tidak,Sudah,Wanita,Tidak,36,2.61,2.6,Lulus Tepat Waktu
00006,Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,58.25,Tidak,Tidak,Sudah,Wanita,Tidak,34,2,2.6,Gagal
00007,Menikah,Perpustakaan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Wiraswasta,60,Tidak,Tidak,Belum,Pria,Tidak,25,2.9,0,Gagal
00008,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,77,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,82.45,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.8,2.63,Lulus Tepat Waktu
00009,Belum Menikah,Akuntansi,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,55,Tidak,Tidak,Sudah,Pria,Tidak,26,0,0,Gagal
00012,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,63.8,Ya,Tidak,Sudah,Wanita,Tidak,18,2.33,2.64,Lulus Tepat Waktu
00013,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Pegawai Negri,60.65,Ya,Tidak,Sudah,Wanita,Tidak,21,2.6,2.4,Lulus Tidak Tepat Waktu
00016,Menikah,Ekonomi,Malam,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,70,Ya,Tidak,Sudah,Pria,Tidak,-31,2.2,2.6,Gagal
00018,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,63,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,59.5,Tidak,Tidak,Sudah,Wanita,Ya,18,2.43,2.43,Lulus Tepat Waktu
00021,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,66.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Negri,66.85,Ya,Tidak,Sudah,Wanita,Tidak,18,2.7,2.43,Lulus Tepat Waktu
00022,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,80,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,90.2,Tidak,Tidak,Sudah,Pria,Tidak,24,2.43,2.66,Gagal
00023,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60.75,Ya,Tidak,Sudah,Pria,Ya,21,2.95,2.36,Lulus Tepat Waktu
00024,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,64.4,Ya,Tidak,Sudah,Wanita,Ya,18,2.4,2.49,Lulus Tepat Waktu
00026,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,69,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,61.65,Ya,Tidak,Sudah,Wanita,Ya,19,2.97,2.62,Lulus Tepat Waktu
00027,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,73,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,64.25,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.53,2,Gagal
00028,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Swasta,65,Tidak,Tidak,Sudah,Wanita,Tidak,27,2.4,2.73,Lulus Tepat Waktu
00029,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,62.7,Ya,Tidak,Sudah,Wanita,Tidak,20,3.14,2.89,Lulus Tepat Waktu
00030,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,66,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,68.3,Ya,Tidak,Sudah,Wanita,Tidak,18,2.34,2.08,Lulus Tidak Tepat Waktu
00032,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,66,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,66.55,Ya,Tidak,Sudah,Pria,Tidak,19,2.4,2.1,Gagal
00036,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,58.9,Ya,Tidak,Sudah,Wanita,Ya,19,2.47,2.47,Lulus Tepat Waktu
00037,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,77.5,Tidak,Tidak,Sudah,Wanita,Tidak,22,2.27,0,Gagal
00040,Cerai,Teknologi Informasi,Reguler,SMA/Sederajat,71.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,70,Tidak,Tidak,Belum,Wanita,Tidak,31,2.53,2.52,Gagal
00041,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,70,Ya,Tidak,Sudah,Pria,Tidak,23,2.4,2.43,Lulus Tidak Tepat Waktu
00042,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,60,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Pegawai Negri,64.1,Tidak,Tidak,Belum,Pria,Tidak,31,2.2,0,Gagal
00045,Cerai,Pariwisata,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,53,Ya,Tidak,Sudah,Wanita,Tidak,48,2.6,2.5,Lulus Tidak Tepat Waktu
00046,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,67.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,61.4,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.8,2.8,Lulus Tepat Waktu
00047,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,89,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,87.35,Tidak,Tidak,Sudah,Wanita,Tidak,18,3.43,3.52,Lulus Tepat Waktu
00049,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,66.55,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,48.5,Ya,Tidak,Sudah,Wanita,Tidak,23,2.32,2.2,Gagal
00050,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60.1,Ya,Tidak,Sudah,Pria,Tidak,30,2.2,2.32,Lulus Tepat Waktu
00052,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,72.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Swasta,69.2,Ya,Tidak,Belum,Wanita,Tidak,18,2.97,2.5,Lulus Tidak Tepat Waktu
00054,Menikah,Ekonomi,Malam,Perguruan Tinggi,70,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Negri,55,Tidak,Tidak,Sudah,Wanita,Ya,35,2.33,2.36,Lulus Tidak Tepat Waktu
