ID,Status Pernikahan,Program Studi,Kelas Siang/Malam,Pendidikan Terakhir,Nilai SMA,Daerah Asal,Pendidikan Ibu,Pendidikan Ayah,Pekerjaan Ibu,Pekerjaan Ayah,Nilai Ujian Masuk,Pindahan,Berkebutuhan Khusus,Status pembayaran semester terakhir,Jenis Kelamin,Beasiswa,Umur saat mendaftar,IP Semester 1,IP Semester 2,Target
01991,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,57.4,Ya,Ya,Sudah,Perempuan,Tidak,19,2.45,2.2,Lulus Tidak Tepat Waktu
01995,Belum Menikah,Agronomi,Siang,SMA/Sederajat,67.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,63.3,Ya,Tidak,Sudah,Perempuan,Ya,19,2.73,2.43,Lulus Tepat Waktu
01996,Belum Menikah,Manajemen,Siang,SMA/Sederajat,67,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,60.7,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.4,2.2,Gagal
01997,Belum Menikah,Perbankan,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,50.4,Tidak,Tidak,Sudah,Laki-laki,Tidak,24,0,0,Gagal
01998,Belum Menikah,Pertanian,Siang,SMA/Sederajat,66,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,62.35,Ya,Tidak,Sudah,Laki-laki,Tidak,21,2.4,2.32,Lulus Tepat Waktu
02001,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,79.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,81.1,Ya,Tidak,Belum,Perempuan,Tidak,18,0,0,Gagal
02003,Belum Menikah,Pertanian,Siang,SMA/Sederajat,71.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,66.6,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.68,2.7,Lulus Tidak Tepat Waktu
02004,Belum Menikah,Agronomi,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,69.5,Tidak,Tidak,Belum,Laki-laki,Tidak,33,0,0,Gagal
02005,Belum Menikah,Manajemen,Siang,SMA/Sederajat,71,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,65.4,Ya,Tidak,Belum,Laki-laki,Tidak,19,0,0,Gagal
02007,Belum Menikah,Perbankan,Siang,SMA/Sederajat,71.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,66.6,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.78,2.78,Lulus Tepat Waktu
02008,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Swasta,64.95,Tidak,Tidak,Sudah,Perempuan,Tidak,19,2.72,2.44,Lulus Tepat Waktu
02009,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,60.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Lainnya,56.85,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.52,2.49,Lulus Tidak Tepat Waktu
02010,Belum Menikah,Perpustakaan,Siang,SMA/Sederajat,59.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,56.6,Tidak,Tidak,Sudah,Perempuan,Tidak,20,2.67,2.8,Lulus Tidak Tepat Waktu
02011,Belum Menikah,Perpustakaan,Siang,Perguruan Tinggi,80,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,80,Tidak,Tidak,Sudah,Perempuan,Ya,19,2.6,2.6,Lulus Tepat Waktu
02013,Belum Menikah,Perpajakan,Siang,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Wiraswasta,61.35,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.52,2.65,Gagal
02014,Menikah,Perpustakaan,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Wiraswasta,Lainnya,55,Tidak,Tidak,Belum,Laki-laki,Tidak,32,2.3,0,Gagal
02015,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,60,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Negri,67,Tidak,Tidak,Sudah,Perempuan,Tidak,25,2.2,2.53,Gagal
02016,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,71.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,66.1,Ya,Tidak,Sudah,Perempuan,Ya,18,2.75,2.43,Lulus Tepat Waktu
02018,Belum Menikah,Perbankan,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,58,Tidak,Tidak,Sudah,Perempuan,Ya,26,2.2,2.2,Lulus Tepat Waktu
02019,Belum Menikah,Teknik Industri,Siang,SMA/Sederajat,67,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,64.25,Ya,Tidak,Sudah,Perempuan,Ya,18,2.82,2.66,Lulus Tepat Waktu
02020,Belum Menikah,Perbankan,Siang,Perguruan Tinggi,67,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,64.9,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.97,2.97,Lulus Tepat Waktu
02025,Belum Menikah,Perbankan,Siang,SMA/Sederajat,72.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,66.8,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.62,2.59,Lulus Tepat Waktu
02026,Belum Menikah,Manajemen,Siang,SMA/Sederajat,65.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,62.55,Tidak,Tidak,Sudah,Laki-laki,Tidak,18,2.47,2.16,Lulus Tidak Tepat Waktu
02032,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,77.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,72.1,Ya,Tidak,Sudah,Laki-laki,Tidak,19,0,0,Lulus Tepat Waktu
02033,Belum Menikah,Perbankan,Siang,SMA/Sederajat,71.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,64.5,Ya,Tidak,Sudah,Laki-laki,Tidak,19,2.67,2.89,Lulus Tepat Waktu
02035,Menikah,Ekonomi,Malam,SMA/Sederajat,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,62.65,Ya,Tidak,Sudah,Laki-laki,Tidak,41,2.25,2.2,Gagal
02036,Belum Menikah,Perbankan,Siang,SMA/Sederajat,71,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,66.5,Ya,Tidak,Sudah,Perempuan,Ya,19,2.82,2.82,Lulus Tepat Waktu
02038,Belum Menikah,Perpustakaan,Siang,Perguruan Tinggi,66.55,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,65,Tidak,Tidak,Sudah,Laki-laki,Tidak,29,0,0,Gagal
02040,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,58,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,55.2,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.52,2.33,Lulus Tidak Tepat Waktu
02041,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,67,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,68.4,Ya,Tidak,Sudah,Laki-laki,Tidak,20,2.56,2.73,Lulus Tepat Waktu
02044,Belum Menikah,Perbankan,Siang,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Negri,61.65,Tidak,Tidak,Belum,Perempuan,Tidak,18,0,0,Gagal
02047,Belum Menikah,Pariwisata,Malam,Perguruan Tinggi,60,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,60.9,Ya,Tidak,Sudah,Perempuan,Tidak,22,2.5,2.66,Lulus Tepat Waktu
02048,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Wiraswasta,76.4,Ya,Tidak,Sudah,Laki-laki,Ya,18,2.55,0,Gagal
02050,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,57,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,55.8,Ya,Tidak,Sudah,Perempuan,Ya,21,2.5,2.3,Lulus Tepat Waktu
02051,Belum Menikah,Manajemen,Siang,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,53.8,Ya,Tidak,Sudah,Laki-laki,Ya,22,2.33,2.43,Lulus Tidak Tepat Waktu
02052,Menikah,Ekonomi,Malam,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,60,Ya,Tidak,Sudah,Perempuan,Tidak,38,2.27,2.4,Gagal
02055,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,78,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,68.4,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.8,2.7,Gagal
02056,Belum Menikah,Perbankan,Siang,SMA/Sederajat,72.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,63.75,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.62,2.62,Lulus Tepat Waktu
02057,Belum Menikah,Pertanian,Siang,SMA/Sederajat,60.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,62.95,Ya,Tidak,Sudah,Perempuan,Tidak,22,2,2.7,Lulus Tidak Tepat Waktu
02058,Belum Menikah,Perpajakan,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,64.1,Ya,Tidak,Sudah,Laki-laki,Tidak,35,2.26,2.6,Gagal
02060,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,62,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Wiraswasta,58.85,Ya,Tidak,Sudah,Laki-laki,Tidak,20,2.4,2.32,Gagal
02061,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,65.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,63.6,Ya,Tidak,Sudah,Perempuan,Ya,18,3,2.57,Gagal
02068,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,67.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,62.8,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.2,2.8,Lulus Tepat Waktu
02070,Belum Menikah,Teknik Industri,Siang,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,59.5,Tidak,Tidak,Sudah,Perempuan,Tidak,19,2.23,2.56,Lulus Tidak Tepat Waktu
02077,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,56.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,55.1,Ya,Tidak,Sudah,Perempuan,Tidak,22,2.53,2.4,Lulus Tidak Tepat Waktu
02082,Belum Menikah,Perbankan,Siang,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Pegawai Swasta,62.85,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.71,2.96,Lulus Tidak Tepat Waktu
02083,Belum Menikah,Perpajakan,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,67.2,Tidak,Tidak,Belum,Laki-laki,Tidak,31,2.67,3.2,Gagal
02084,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70.5,Luar Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,63.4,Ya,Tidak,Sudah,Perempuan,Ya,20,2.84,2.84,Lulus Tepat Waktu
02087,Belum Menikah,Perbankan,Siang,SMA/Sederajat,71.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,64,Tidak,Tidak,Sudah,Perempuan,Ya,18,2.61,3.16,Lulus Tepat Waktu
02088,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,64.6,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.2,2,Gagal
02089,Belum Menikah,Perbankan,Siang,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,61.9,Tidak,Tidak,Sudah,Perempuan,Tidak,19,2.32,2.81,Lulus Tepat Waktu
02090,Belum Menikah,Perbankan,Siang,SMA/Sederajat,67,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,64.2,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.69,2.79,Lulus Tepat Waktu
02091,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,55.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,57.1,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.64,2.56,Lulus Tepat Waktu
02092,Belum Menikah,Perbankan,Siang,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Wiraswasta,65.4,Tidak,Tidak,Sudah,Laki-laki,Tidak,24,2.4,2.75,Lulus Tepat Waktu
02093,Menikah,Ekonomi,Malam,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,66.25,Tidak,Tidak,Sudah,Laki-laki,Tidak,37,2.45,2.57,Lulus Tepat Waktu
02096,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,62.05,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.9,2.72,Lulus Tepat Waktu
02097,Belum Menikah,Perbankan,Siang,SMA/Sederajat,68.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,60.65,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.52,2.52,Lulus Tepat Waktu
02100,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,61,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,63.45,Ya,Tidak,Sudah,Perempuan,Ya,19,2.2,2.33,Lulus Tidak Tepat Waktu
02101,Belum Menikah,Agronomi,Siang,SMA/Sederajat,61,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Negri,56.45,Ya,Tidak,Sudah,Perempuan,Ya,19,2.43,2.54,Lulus Tepat Waktu
02102,Menikah,Teknologi Informasi,Siang,SMA/Sederajat,67,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,61.25,Tidak,Ya,Sudah,Perempuan,Ya,19,2.67,2.9,Lulus Tepat Waktu
02104,Belum Menikah,Perbankan,Siang,SMA/Sederajat,66,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,61,Ya,Tidak,Sudah,Perempuan,Ya,20,2.76,2.76,Lulus Tepat Waktu
02105,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,59.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,57.75,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.2,2.2,Lulus Tidak Tepat Waktu
02106,Belum Menikah,Teknik Industri,Siang,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,70,Tidak,Tidak,Belum,Laki-laki,Tidak,38,2.53,0,Gagal
02108,Belum Menikah,Pertanian,Siang,SMA/Sederajat,57.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,56.8,Tidak,Tidak,Sudah,Laki-laki,Tidak,23,2.6,2.4,Lulus Tidak Tepat Waktu
02109,Belum Menikah,Ekonomi,Malam,Perguruan Tinggi,75,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,75.15,Tidak,Tidak,Sudah,Laki-laki,Tidak,24,2.27,0,Gagal
02111,Belum Menikah,Perpustakaan,Siang,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Wiraswasta,60,Tidak,Tidak,Sudah,Laki-laki,Tidak,30,2.28,2.32,Lulus Tepat Waktu
02112,Belum Menikah,Perbankan,Siang,SMA/Sederajat,72,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,64.5,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.53,2.68,Gagal
02114,Belum Menikah,Perbankan,Siang,SMA/Sederajat,75,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,66.4,Ya,Tidak,Sudah,Perempuan,Ya,18,2.6,2.6,Lulus Tepat Waktu
02115,Belum Menikah,Perpustakaan,Siang,Perguruan Tinggi,75,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,75,Tidak,Tidak,Sudah,Laki-laki,Ya,21,2.6,2.53,Lulus Tepat Waktu
02116,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,61.4,Tidak,Tidak,Sudah,Laki-laki,Tidak,20,2.47,0,Gagal
02119,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,63,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,59.5,Ya,Tidak,Sudah,Perempuan,Tidak,18,0,0,Gagal
02120,Belum Menikah,Manajemen,Siang,SMA/Sederajat,62,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,61.85,Ya,Tidak,Sudah,Perempuan,Ya,18,2.54,2.53,Lulus Tepat Waktu
02127,Belum Menikah,Perbankan,Siang,SMA/Sederajat,69,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,63.6,Ya,Tidak,Sudah,Perempuan,Ya,18,2.65,2.86,Lulus Tepat Waktu
02129,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,86,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Swasta,83.55,Tidak,Tidak,Sudah,Laki-laki,Ya,18,0,0,Lulus Tepat Waktu
02131,Belum Menikah,Perbankan,Siang,SMA/Sederajat,74.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,64.65,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.62,2.62,Lulus Tepat Waktu
02134,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,78.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,71.15,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.55,2.55,Lulus Tepat Waktu
02136,Belum Menikah,Agronomi,Siang,SMA/Sederajat,55,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Negri,68.25,Tidak,Tidak,Sudah,Laki-laki,Tidak,28,0,0,Gagal
02137,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,62.65,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.5,2.6,Lulus Tepat Waktu
02138,Belum Menikah,Perbankan,Siang,SMA/Sederajat,71.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,70,Tidak,Tidak,Sudah,Laki-laki,Tidak,19,2.86,2.86,Lulus Tepat Waktu
02144,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,64.9,Tidak,Tidak,Belum,Laki-laki,Tidak,20,0,0,Gagal
02147,Menikah,Ekonomi,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,58.65,Tidak,Tidak,Sudah,Perempuan,Tidak,28,2.13,2.27,Lulus Tidak Tepat Waktu
02149,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,65.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,64.45,Tidak,Tidak,Sudah,Perempuan,Ya,18,2.32,2.28,Lulus Tepat Waktu
02151,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,63,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,63,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.6,2.08,Lulus Tidak Tepat Waktu
02157,Cerai,Keperawatan,Siang,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,75,Ya,Tidak,Sudah,Laki-laki,Tidak,34,0,0,Gagal
02160,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,58.5,Tidak,Tidak,Sudah,Perempuan,Tidak,21,2.36,2.37,Lulus Tidak Tepat Waktu
02161,Belum Menikah,Perbankan,Siang,SMA/Sederajat,53,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Wiraswasta,53.2,Ya,Tidak,Sudah,Perempuan,Ya,19,2.67,2.48,Lulus Tidak Tepat Waktu
02162,Belum Menikah,Perpustakaan,Siang,Perguruan Tinggi,80,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,80,Ya,Tidak,Belum,Perempuan,Tidak,20,2.68,2.6,Lulus Tepat Waktu
02164,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,70.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,68.4,Ya,Tidak,Sudah,Perempuan,Ya,18,0,0,Lulus Tepat Waktu
02166,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,61.35,Tidak,Tidak,Belum,Perempuan,Tidak,25,0,0,Gagal
02167,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,62.8,Tidak,Tidak,Sudah,Perempuan,Ya,18,2.8,0,Gagal
02168,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,71,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,66.45,Tidak,Tidak,Sudah,Laki-laki,Tidak,19,2.5,2.85,Lulus Tepat Waktu
02169,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,55.75,Tidak,Tidak,Belum,Perempuan,Ya,20,2.4,2,Gagal
02174,Belum Menikah,Pertanian,Siang,SMA/Sederajat,61.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,60.3,Ya,Tidak,Belum,Perempuan,Tidak,19,2.33,2,Gagal
02175,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,70,Tidak,Tidak,Sudah,Laki-laki,Tidak,27,2.7,2.75,Lulus Tepat Waktu
02176,Belum Menikah,Perpustakaan,Siang,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Negri,50,Tidak,Tidak,Belum,Laki-laki,Tidak,29,0,0,Gagal
02178,Belum Menikah,Perpustakaan,Siang,SMA/Sederajat,74,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,71.75,Tidak,Tidak,Sudah,Laki-laki,Tidak,18,3,2.9,Lulus Tepat Waktu
02179,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,65.75,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.65,2.65,Lulus Tepat Waktu
02180,Belum Menikah,Perbankan,Siang,SMA/Sederajat,71,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,64.9,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.45,2.45,Lulus Tepat Waktu
02181,Belum Menikah,Perbankan,Siang,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,64.25,Ya,Tidak,Sudah,Perempuan,Ya,18,2.97,3.02,Lulus Tepat Waktu
02182,Belum Menikah,Perbankan,Siang,SMA/Sederajat,59,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,55.35,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.34,2.55,Lulus Tepat Waktu
02183,Belum Menikah,Perpustakaan,Siang,Perguruan Tinggi,70,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,70,Tidak,Tidak,Sudah,Laki-laki,Tidak,21,2.35,2.1,Lulus Tidak Tepat Waktu
02184,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,74,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Lainnya,70.85,Tidak,Tidak,Sudah,Perempuan,Ya,18,2.68,2.63,Lulus Tepat Waktu
02187,Menikah,Pariwisata,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,64,Ya,Tidak,Sudah,Laki-laki,Tidak,37,0,0,Gagal
02188,Belum Menikah,Agronomi,Siang,SMA/Sederajat,61.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,64.5,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.33,2.47,Lulus Tepat Waktu
